=== MAGNETIC COMPASS CALIBRATION RESULTS ===

Algorithm: Horizontal Projection with Simple Scaling
Calibration Time: 2025-07-12 16:12:18
Data Points: 600

CALIBRATION PARAMETERS:
Scale X: 0.928927
Scale Y: 1.082850
Center X: -75.887775
Center Y: -70.072810

RAW DATA (MagX, MagY, MagZ, Pitch, Roll)
Processed Data (CalibratedX, CalibratedY)
================================================================================
517: Raw = [X: -270.00, Y: -61.00, Z: -109.00, Pitch: 1.33бу, Roll: -0.51бу] -> Calibrated = [X: -177.21, Y: 3.04]
518: Raw = [X: -272.00, Y: -51.00, Z: -105.00, Pitch: 1.26бу, Roll: -0.45бу] -> Calibrated = [X: -178.86, Y: 14.01]
519: Raw = [X: -267.00, Y: -41.00, Z: -103.00, Pitch: 1.21бу, Roll: -0.38бу] -> Calibrated = [X: -174.09, Y: 24.97]
520: Raw = [X: -267.00, Y: -26.00, Z: -100.00, Pitch: 1.15бу, Roll: -0.31бу] -> Calibrated = [X: -173.94, Y: 41.37]
521: Raw = [X: -268.00, Y: -17.00, Z: -97.00, Pitch: 1.07бу, Roll: -0.24бу] -> Calibrated = [X: -174.71, Y: 51.26]
522: Raw = [X: -266.00, Y: -3.00, Z: -92.00, Pitch: 0.98бу, Roll: -0.16бу] -> Calibrated = [X: -172.63, Y: 66.56]
523: Raw = [X: -260.00, Y: 18.00, Z: -94.00, Pitch: 0.85бу, Roll: -0.08бу] -> Calibrated = [X: -166.90, Y: 89.43]
524: Raw = [X: -247.00, Y: 36.00, Z: -92.00, Pitch: 0.65бу, Roll: -0.01бу] -> Calibrated = [X: -154.51, Y: 109.03]
525: Raw = [X: -232.00, Y: 55.00, Z: -92.00, Pitch: 0.42бу, Roll: 0.02бу] -> Calibrated = [X: -140.24, Y: 129.66]
526: Raw = [X: -204.00, Y: 75.00, Z: -94.00, Pitch: 0.16бу, Roll: 0.01бу] -> Calibrated = [X: -113.85, Y: 151.30]
527: Raw = [X: -181.00, Y: 83.00, Z: -95.00, Pitch: -0.13бу, Roll: -0.05бу] -> Calibrated = [X: -92.05, Y: 159.85]
528: Raw = [X: -154.00, Y: 94.00, Z: -101.00, Pitch: -0.41бу, Roll: -0.16бу] -> Calibrated = [X: -66.49, Y: 171.56]
529: Raw = [X: -131.00, Y: 98.00, Z: -102.00, Pitch: -0.66бу, Roll: -0.27бу] -> Calibrated = [X: -44.70, Y: 175.66]
530: Raw = [X: -107.00, Y: 101.00, Z: -109.00, Pitch: -0.91бу, Roll: -0.42бу] -> Calibrated = [X: -21.88, Y: 178.57]
531: Raw = [X: -87.00, Y: 99.00, Z: -115.00, Pitch: -1.14бу, Roll: -0.56бу] -> Calibrated = [X: -2.79, Y: 176.04]
532: Raw = [X: -71.00, Y: 102.00, Z: -120.00, Pitch: -1.31бу, Roll: -0.68бу] -> Calibrated = [X: 12.51, Y: 178.96]
533: Raw = [X: -55.00, Y: 94.00, Z: -123.00, Pitch: -1.45бу, Roll: -0.79бу] -> Calibrated = [X: 27.71, Y: 169.99]
534: Raw = [X: -41.00, Y: 94.00, Z: -124.00, Pitch: -1.53бу, Roll: -0.92бу] -> Calibrated = [X: 40.89, Y: 169.69]
535: Raw = [X: -23.00, Y: 84.00, Z: -132.00, Pitch: -1.54бу, Roll: -1.04бу] -> Calibrated = [X: 57.83, Y: 158.42]
536: Raw = [X: -5.00, Y: 76.00, Z: -135.00, Pitch: -1.49бу, Roll: -1.15бу] -> Calibrated = [X: 74.50, Y: 149.42]
537: Raw = [X: 16.00, Y: 66.00, Z: -141.00, Pitch: -1.41бу, Roll: -1.26бу] -> Calibrated = [X: 93.96, Y: 138.17]
538: Raw = [X: 40.00, Y: 52.00, Z: -145.00, Pitch: -1.33бу, Roll: -1.40бу] -> Calibrated = [X: 116.16, Y: 122.54]
539: Raw = [X: 60.00, Y: 39.00, Z: -152.00, Pitch: -1.33бу, Roll: -1.62бу] -> Calibrated = [X: 134.89, Y: 107.68]
540: Raw = [X: 69.00, Y: 23.00, Z: -157.00, Pitch: -1.36бу, Roll: -1.81бу] -> Calibrated = [X: 143.43, Y: 89.65]
541: Raw = [X: 84.00, Y: 10.00, Z: -161.00, Pitch: -1.40бу, Roll: -1.99бу] -> Calibrated = [X: 157.55, Y: 74.93]
542: Raw = [X: 88.00, Y: 1.00, Z: -163.00, Pitch: -1.48бу, Roll: -2.16бу] -> Calibrated = [X: 161.51, Y: 64.59]
543: Raw = [X: 93.00, Y: -8.00, Z: -169.00, Pitch: -1.52бу, Roll: -2.31бу] -> Calibrated = [X: 166.41, Y: 54.15]
544: Raw = [X: 102.00, Y: -19.00, Z: -174.00, Pitch: -1.50бу, Roll: -2.36бу] -> Calibrated = [X: 174.83, Y: 41.87]
545: Raw = [X: 104.00, Y: -27.00, Z: -176.00, Pitch: -1.46бу, Roll: -2.40бу] -> Calibrated = [X: 176.64, Y: 33.00]
546: Raw = [X: 105.00, Y: -26.00, Z: -176.00, Pitch: -1.50бу, Roll: -2.43бу] -> Calibrated = [X: 177.66, Y: 34.00]
547: Raw = [X: 98.00, Y: -19.00, Z: -175.00, Pitch: -1.52бу, Roll: -2.42бу] -> Calibrated = [X: 171.21, Y: 41.63]
548: Raw = [X: 97.00, Y: -7.00, Z: -174.00, Pitch: -1.59бу, Roll: -2.33бу] -> Calibrated = [X: 170.43, Y: 54.96]
549: Raw = [X: 86.00, Y: 3.00, Z: -166.00, Pitch: -1.68бу, Roll: -2.18бу] -> Calibrated = [X: 160.25, Y: 66.60]
550: Raw = [X: 73.00, Y: 26.00, Z: -158.00, Pitch: -1.78бу, Roll: -1.96бу] -> Calibrated = [X: 148.22, Y: 92.44]
551: Raw = [X: 49.00, Y: 48.00, Z: -149.00, Pitch: -1.84бу, Roll: -1.69бу] -> Calibrated = [X: 125.82, Y: 117.31]
552: Raw = [X: 19.00, Y: 63.00, Z: -143.00, Pitch: -1.87бу, Roll: -1.38бу] -> Calibrated = [X: 97.86, Y: 134.57]
553: Raw = [X: -11.00, Y: 80.00, Z: -134.00, Pitch: -1.87бу, Roll: -1.08бу] -> Calibrated = [X: 69.73, Y: 153.95]
554: Raw = [X: -41.00, Y: 91.00, Z: -128.00, Pitch: -1.81бу, Roll: -0.78бу] -> Calibrated = [X: 41.57, Y: 166.70]
555: Raw = [X: -76.00, Y: 100.00, Z: -112.00, Pitch: -1.72бу, Roll: -0.52бу] -> Calibrated = [X: 8.44, Y: 177.22]
556: Raw = [X: -98.00, Y: 102.00, Z: -110.00, Pitch: -1.60бу, Roll: -0.32бу] -> Calibrated = [X: -12.25, Y: 179.84]
557: Raw = [X: -139.00, Y: 98.00, Z: -104.00, Pitch: -1.45бу, Roll: -0.17бу] -> Calibrated = [X: -50.75, Y: 175.86]
558: Raw = [X: -162.00, Y: 94.00, Z: -100.00, Pitch: -1.27бу, Roll: -0.07бу] -> Calibrated = [X: -72.50, Y: 171.73]
559: Raw = [X: -189.00, Y: 87.00, Z: -89.00, Pitch: -1.06бу, Roll: -0.01бу] -> Calibrated = [X: -98.12, Y: 164.27]
560: Raw = [X: -221.00, Y: 65.00, Z: -90.00, Pitch: -0.83бу, Roll: 0.04бу] -> Calibrated = [X: -128.17, Y: 140.54]
561: Raw = [X: -233.00, Y: 45.00, Z: -91.00, Pitch: -0.57бу, Roll: 0.08бу] -> Calibrated = [X: -139.71, Y: 118.94]
562: Raw = [X: -258.00, Y: 23.00, Z: -92.00, Pitch: -0.29бу, Roll: 0.09бу] -> Calibrated = [X: -163.34, Y: 95.14]
563: Raw = [X: -266.00, Y: -9.00, Z: -97.00, Pitch: 0.01бу, Roll: 0.09бу] -> Calibrated = [X: -171.23, Y: 60.49]
564: Raw = [X: -275.00, Y: -34.00, Z: -101.00, Pitch: 0.30бу, Roll: 0.04бу] -> Calibrated = [X: -180.06, Y: 33.32]
565: Raw = [X: -268.00, Y: -62.00, Z: -106.00, Pitch: 0.59бу, Roll: -0.07бу] -> Calibrated = [X: -174.06, Y: 2.80]
566: Raw = [X: -260.00, Y: -92.00, Z: -122.00, Pitch: 0.85бу, Roll: -0.24бу] -> Calibrated = [X: -167.28, Y: -30.07]
567: Raw = [X: -253.00, Y: -117.00, Z: -127.00, Pitch: 1.06бу, Roll: -0.44бу] -> Calibrated = [X: -161.27, Y: -57.64]
568: Raw = [X: -235.00, Y: -137.00, Z: -135.00, Pitch: 1.23бу, Roll: -0.70бу] -> Calibrated = [X: -145.06, Y: -79.98]
569: Raw = [X: -218.00, Y: -155.00, Z: -147.00, Pitch: 1.36бу, Roll: -0.99бу] -> Calibrated = [X: -129.80, Y: -100.39]
570: Raw = [X: -202.00, Y: -175.00, Z: -148.00, Pitch: 1.46бу, Roll: -1.29бу] -> Calibrated = [X: -115.19, Y: -122.86]
571: Raw = [X: -175.00, Y: -188.00, Z: -155.00, Pitch: 1.50бу, Roll: -1.59бу] -> Calibrated = [X: -90.40, Y: -137.94]
572: Raw = [X: -158.00, Y: -198.00, Z: -167.00, Pitch: 1.52бу, Roll: -1.88бу] -> Calibrated = [X: -74.94, Y: -150.01]
573: Raw = [X: -140.00, Y: -212.00, Z: -170.00, Pitch: 1.50бу, Roll: -2.16бу] -> Calibrated = [X: -58.25, Y: -166.10]
574: Raw = [X: -124.00, Y: -217.00, Z: -176.00, Pitch: 1.45бу, Roll: -2.40бу] -> Calibrated = [X: -43.41, Y: -172.52]
575: Raw = [X: -104.00, Y: -221.00, Z: -186.00, Pitch: 1.39бу, Roll: -2.60бу] -> Calibrated = [X: -24.88, Y: -178.02]
576: Raw = [X: -89.00, Y: -222.00, Z: -188.00, Pitch: 1.33бу, Roll: -2.80бу] -> Calibrated = [X: -10.81, Y: -179.85]
577: Raw = [X: -73.00, Y: -230.00, Z: -189.00, Pitch: 1.28бу, Roll: -2.96бу] -> Calibrated = [X: 4.16, Y: -189.13]
578: Raw = [X: -61.00, Y: -230.00, Z: -193.00, Pitch: 1.25бу, Roll: -3.10бу] -> Calibrated = [X: 15.33, Y: -189.83]
579: Raw = [X: -57.00, Y: -229.00, Z: -194.00, Pitch: 1.23бу, Roll: -3.20бу] -> Calibrated = [X: 19.08, Y: -189.17]
580: Raw = [X: -60.00, Y: -225.00, Z: -194.00, Pitch: 1.24бу, Roll: -3.27бу] -> Calibrated = [X: 16.28, Y: -185.08]
581: Raw = [X: -65.00, Y: -227.00, Z: -196.00, Pitch: 1.28бу, Roll: -3.30бу] -> Calibrated = [X: 11.44, Y: -187.45]
582: Raw = [X: -73.00, Y: -228.00, Z: -193.00, Pitch: 1.40бу, Roll: -3.29бу] -> Calibrated = [X: 3.72, Y: -188.29]
583: Raw = [X: -89.00, Y: -229.00, Z: -186.00, Pitch: 1.57бу, Roll: -3.22бу] -> Calibrated = [X: -11.47, Y: -188.68]
584: Raw = [X: -113.00, Y: -220.00, Z: -180.00, Pitch: 1.78бу, Roll: -3.09бу] -> Calibrated = [X: -34.24, Y: -178.10]
585: Raw = [X: -152.00, Y: -207.00, Z: -169.00, Pitch: 2.05бу, Roll: -2.87бу] -> Calibrated = [X: -70.83, Y: -162.67]
586: Raw = [X: -181.00, Y: -185.00, Z: -155.00, Pitch: 2.28бу, Roll: -2.56бу] -> Calibrated = [X: -97.85, Y: -137.20]
587: Raw = [X: -213.00, Y: -163.00, Z: -142.00, Pitch: 2.44бу, Roll: -2.14бу] -> Calibrated = [X: -127.40, Y: -111.68]
588: Raw = [X: -246.00, Y: -124.00, Z: -126.00, Pitch: 2.47бу, Roll: -1.66бу] -> Calibrated = [X: -157.46, Y: -67.76]
589: Raw = [X: -265.00, Y: -86.00, Z: -116.00, Pitch: 2.33бу, Roll: -1.15бу] -> Calibrated = [X: -174.46, Y: -25.32]
590: Raw = [X: -269.00, Y: -54.00, Z: -104.00, Pitch: 2.00бу, Roll: -0.66бу] -> Calibrated = [X: -177.21, Y: 10.42]
591: Raw = [X: -266.00, Y: -11.00, Z: -96.00, Pitch: 1.54бу, Roll: -0.27бу] -> Calibrated = [X: -173.51, Y: 57.71]
592: Raw = [X: -256.00, Y: 22.00, Z: -91.00, Pitch: 0.96бу, Roll: -0.02бу] -> Calibrated = [X: -163.29, Y: 93.86]
593: Raw = [X: -233.00, Y: 53.00, Z: -88.00, Pitch: 0.25бу, Roll: 0.10бу] -> Calibrated = [X: -140.90, Y: 127.63]
594: Raw = [X: -204.00, Y: 78.00, Z: -91.00, Pitch: -0.45бу, Roll: 0.03бу] -> Calibrated = [X: -112.95, Y: 154.59]
595: Raw = [X: -169.00, Y: 93.00, Z: -100.00, Pitch: -1.02бу, Roll: -0.18бу] -> Calibrated = [X: -79.41, Y: 170.44]
596: Raw = [X: -125.00, Y: 102.00, Z: -103.00, Pitch: -1.52бу, Roll: -0.50бу] -> Calibrated = [X: -37.66, Y: 179.52]
597: Raw = [X: -90.00, Y: 97.00, Z: -112.00, Pitch: -1.90бу, Roll: -0.89бу] -> Calibrated = [X: -4.22, Y: 173.16]
598: Raw = [X: -51.00, Y: 93.00, Z: -118.00, Pitch: -2.16бу, Roll: -1.28бу] -> Calibrated = [X: 32.68, Y: 167.86]
599: Raw = [X: -25.00, Y: 86.00, Z: -129.00, Pitch: -2.33бу, Roll: -1.60бу] -> Calibrated = [X: 57.55, Y: 159.23]
600: Raw = [X: -2.00, Y: 80.00, Z: -131.00, Pitch: -2.41бу, Roll: -1.89бу] -> Calibrated = [X: 79.15, Y: 151.99]
